from,to
377,294
28,86
380,391
621,160
86,28
157,52
7,246
246,7
113,129
806,285
41,41
751,41
301,81
817,817
160,67
96,234
70,86
40,409
409,40
86,225
551,160
67,160
64,209
889,405
887,887
768,708
7,430
499,529
529,699
699,529
705,211
81,301
260,509
678,509
58,886
308,182
366,86
718,281
5,833
240,160
160,240
2,107
82,333
10,86
201,776
546,163
509,306
6,169
158,599
478,442
190,409
509,678
160,681
506,856
820,169
470,367
419,169
880,2
885,887
254,254
405,210
282,340
405,889
142,269
282,641
400,74
412,859
736,107
347,179
748,107
294,377
559,160
377,262
74,400
820,243
262,377
812,160
641,282
295,394
849,155
64,438
94,205
430,565
78,581
859,412
169,419
847,48
404,45
160,812
160,559
419,531
351,419
107,747
531,419
108,81
419,351
867,134
602,602
359,525
86,470
45,404
106,282
747,160
885,106
525,359
308,405
133,405
405,133
301,245
438,64
368,14
669,420
283,51
880,57
217,132
880,812
700,299
282,106
299,700
96,728
412,812
28,333
828,5
203,86
833,5
662,86
223,226
138,86
812,412
600,168
884,884
62,242
282,65
812,859
812,3
65,282
882,160
807,211
405,891
590,26
365,820
226,86
355,160
308,169
891,405
86,226
556,483
94,86
172,533
160,611
747,107
431,756
455,860
354,354
405,263
869,182
479,479
511,284
148,262
261,160
373,528
494,470
880,56
211,730
299,299
892,300
892,405
160,191
832,587
107,518
284,511
107,210
57,195
105,424
388,128
462,308
107,44
638,169
590,443
525,266
523,706
889,300
157,880
195,57
266,525
14,35
89,6
571,288
2,698
82,263
263,82
413,458
526,458
160,195
698,2
85,507
6,57
457,399
174,237
176,440
158,240
298,287
536,287
300,889
160,131
508,184
261,35
160,261
89,107
284,206
206,284
57,6
330,248
756,73
240,373
552,373
93,373
133,373
892,892
310,170
86,138
170,310
150,191
508,533
101,354
407,266
300,892
183,300
475,300
642,300
44,300
495,300
739,300
263,300
218,300
283,300
209,300
161,300
303,300
210,300
255,300
638,300
21,300
371,300
641,424
131,160
419,367
205,199
169,308
499,602
887,92
470,86
470,494
494,404
24,37
169,201
201,169
893,466
515,373
184,373
92,887
21,64
156,160
880,424
366,190
190,366
812,63
337,245
245,337
393,387
107,828
7,359
24,151
714,419
82,12
121,12
828,615
152,79
12,82
615,84
424,151
57,84
880,282
79,152
312,160
121,165
466,8
102,812
194,373
283,201
80,174
753,75
201,283
12,121
815,880
531,556
126,174
685,92
859,880
261,470
80,137
8,466
5,486
820,200
486,6
840,5
160,318
283,426
860,753
119,753
894,327
753,860
261,23
208,371
859,859
589,424
556,531
64,466
64,611
812,102
36,318
169,318
358,264
94,593
426,283
316,146
166,426
518,426
714,426
180,366
494,407
252,132
470,75
169,162
157,851
162,169
366,180
421,452
466,452
358,452
146,316
6,611
6,466
264,358
215,249
90,494
424,589
375,889
62,117
481,373
284,107
498,232
107,284
375,860
200,380
562,380
143,469
678,400
7,499
497,581
311,190
466,5
283,321
56,6
82,318
5,466
92,685
163,62
889,375
6,56
116,470
470,116
128,557
371,641
160,258
269,82
98,107
252,4
368,82
277,82
219,82
782,82
730,82
287,82
93,82
82,401
63,252
252,63
301,100
679,68
100,301
518,132
349,320
742,546
132,518
258,199
276,276
246,246
184,162
494,510
152,366
199,258
213,496
55,63
860,375
243,63
183,188
203,284
273,812
100,5
162,184
496,487
238,242
107,98
5,100
203,277
895,417
526,13
19,13
172,167
395,160
642,16
487,498
353,160
201,249
405,10
249,201
167,172
316,73
146,615
10,405
180,157
157,343
68,306
306,68
53,13
404,708
188,21
107,173
438,470
470,438
23,128
258,132
132,258
74,330
287,418
10,300
360,141
418,287
21,690
367,300
160,173
58,812
665,812
387,485
690,21
222,21
405,173
16,305
489,305
309,73
183,116
401,362
116,183
305,489
160,376
14,93
155,208
173,405
6,137
5,128
513,513
160,466
40,39
734,280
1,280
148,280
351,280
575,280
243,613
421,332
16,642
64,89
388,394
93,14
366,812
546,355
365,223
173,64
142,812
180,615
17,615
493,615
613,243
7,674
820,615
121,96
393,615
474,615
21,615
46,132
427,615
115,615
88,809
333,615
892,173
64,10
375,405
258,87
83,106
615,21
132,46
301,170
173,300
300,173
856,615
617,269
206,588
243,615
588,206
252,615
58,615
153,615
142,86
253,615
331,615
643,290
615,253
249,615
144,615
64,615
235,243
244,243
115,812
738,412
655,116
21,326
812,115
434,812
223,560
212,82
300,355
405,355
411,738
661,141
174,371
172,28
250,368
545,183
301,61
490,607
468,316
896,405
294,291
13,169
261,333
261,361
167,290
17,422
422,17
61,301
708,97
618,97
640,97
662,97
511,275
301,429
160,187
483,94
23,820
405,892
549,473
94,483
96,80
62,206
569,264
206,62
106,142
102,3
501,452
700,452
142,106
213,452
4,859
52,397
121,316
557,128
397,52
619,613
3,102
393,250
252,304
86,690
82,526
49,643
656,176
643,49
83,424
656,178
25,339
26,339
29,339
33,339
656,177
155,269
316,121
173,155
129,572
448,812
661,161
823,661
214,206
179,320
320,179
115,367
97,640
812,448
86,525
815,859
367,129
395,296
896,300
93,647
647,93
221,166
223,166
845,685
54,138
509,713
321,391
321,381
381,321
116,263
685,845
132,249
242,240
15,174
424,240
189,540
215,20
458,413
44,892
28,892
128,892
114,892
314,892
340,892
226,892
892,896
300,896
405,896
194,56
186,433
191,150
867,340
607,490
324,121
351,166
459,610
215,87
809,809
87,215
590,37
892,226
179,295
424,44
86,518
576,129
203,129
537,7
424,269
7,537
301,444
533,4
56,194
897,263
321,60
64,129
525,86
290,405
587,587
138,126
214,536
536,214
426,86
471,295
896,638
14,221
173,892
892,367
531,367
405,367
333,442
812,273
184,166
571,408
352,851
195,162
191,379
717,459
601,238
412,55
340,546
151,424
64,498
708,86
687,86
100,86
38,38
299,508
162,195
57,5
86,318
325,87
170,164
145,147
165,337
579,428
296,719
486,333
268,301
13,69
147,145
342,13
301,268
69,13
60,321
129,611
163,166
404,166
333,486
55,685
738,685
481,685
6,149
301,641
171,409
641,301
55,412
19,166
28,166
19,573
513,507
183,272
546,397
898,230
230,898
438,655
149,6
655,438
379,63
854,63
587,412
278,63
28,63
86,426
823,9
62,186
63,28
278,28
303,28
62,708
106,489
89,169
86,93
376,719
655,513
303,486
81,486
169,89
44,486
28,486
128,486
280,486
165,486
169,486
367,486
362,486
291,458
285,183
367,183
458,291
891,892
356,486
285,486
329,486
430,486
353,486
21,486
188,486
286,486
36,486
410,486
63,486
106,486
184,486
357,486
478,486
365,486
393,381
417,409
494,151
121,242
178,231
730,107
896,173
376,166
133,166
409,417
173,896
131,738
169,6
426,166
301,730
252,281
79,290
734,157
486,35
240,242
103,201
128,6
434,34
160,494
222,494
30,115
573,19
62,113
288,121
397,179
786,166
380,166
818,166
799,166
179,397
259,818
410,107
367,470
460,116
208,3
68,92
818,259
213,421
642,249
163,249
18,249
253,249
329,64
65,457
281,252
500,266
107,180
115,486
405,166
300,166
183,252
252,107
107,252
55,411
57,411
209,411
88,411
174,411
281,411
126,411
394,103
533,160
252,183
215,183
165,290
126,56
56,126
107,550
280,256
128,256
107,326
115,372
44,573
494,75
69,473
249,282
107,493
191,348
209,546
110,110
765,506
113,339
546,209
832,612
326,20
256,280
424,20
637,209
639,209
587,209
252,137
137,252
127,107
11,400
166,218
183,165
107,127
400,11
75,494
321,250
486,81
303,166
166,859
809,88
180,347
164,170
218,166
641,166
166,641
69,166
586,86
86,58
38,86
183,215
764,168
58,86
215,103
486,115
166,285
107,285
107,282
486,184
116,443
168,494
215,82
184,357
66,91
6,128
506,765
142,142
661,506
82,215
51,486
494,168
110,91
330,455
76,89
130,377
82,295
681,347
107,708
708,107
718,63
166,54
811,62
555,161
754,161
424,21
157,719
307,206
127,166
209,271
142,147
487,452
211,252
271,209
62,256
857,191
899,2
74,297
48,338
252,303
215,86
343,820
200,204
404,768
62,74
261,486
35,486
14,486
287,21
87,74
210,546
128,343
820,343
63,738
252,244
160,601
296,166
61,166
249,353
166,124
430,362
54,166
654,340
486,357
228,223
279,107
738,63
210,128
231,65
225,756
71,612
859,886
26,30
590,30
38,30
40,30
588,30
545,30
546,474
209,107
33,30
34,30
37,30
217,886
366,886
86,2
121,110
79,107
687,100
366,310
434,107
28,28
282,420
137,249
6,299
21,287
77,546
93,526
129,58
299,6
107,812
65,231
420,244
159,243
237,243
238,243
239,243
240,243
241,243
156,344
846,846
155,137
115,64
809,138
284,342
785,409
69,409
169,409
339,135
707,265
191,178
409,69
160,427
57,880
424,45
460,129
486,295
129,460
64,269
124,45
215,306
434,306
244,420
128,210
447,446
64,165
89,165
53,394
579,446
11,452
256,184
452,11
589,160
160,589
325,306
10,306
400,306
327,306
663,551
113,306
329,306
28,306
128,306
81,306
169,306
121,353
551,663
525,232
306,10
832,145
352,483
289,482
347,160
306,215
218,160
418,299
187,145
281,57
483,352
145,832
256,80
310,366
7,422
351,346
356,896
160,347
257,167
355,83
239,373
4,425
153,83
211,83
203,83
856,83
74,188
215,188
278,83
221,83
140,83
46,83
395,83
478,83
236,83
243,83
5,417
586,83
63,83
51,306
550,306
549,306
93,306
434,651
180,83
191,83
347,181
181,347
126,552
143,31
283,204
123,31
27,31
133,377
552,481
191,347
182,376
377,133
139,446
593,142
68,107
172,30
83,114
96,5
527,444
361,444
113,444
443,444
847,444
442,444
547,444
171,444
160,61
444,527
58,105
812,54
417,417
107,90
54,812
83,405
720,9
707,9
9,720
667,747
473,747
550,747
80,747
663,747
549,747
106,747
671,747
710,747
83,191
123,129
900,115
420,291
427,546
880,859
686,263
531,263
102,4
754,211
654,211
327,301
210,290
191,494
311,295
133,83
39,48
301,327
361,31
420,355
252,88
135,31
328,327
162,4
450,123
457,457
546,187
417,5
373,86
292,292
243,412
249,19
290,210
18,143
301,303
222,459
892,160
896,160
172,204
357,142
123,450
107,820
121,151
856,246
3,6
411,430
160,896
177,60
368,146
305,243
412,243
77,84
84,252
304,405
179,394
58,587
394,179
457,840
420,351
45,446
399,450
106,642
166,18
137,901
587,58
231,129
346,5
129,231
356,355
301,263
142,453
896,892
272,5
5,346
89,405
886,2
13,184
541,641
159,235
210,235
158,235
240,235
242,235
494,169
211,462
14,450
789,654
624,420
450,14
569,19
378,376
308,376
387,376
388,376
390,376
61,376
391,376
392,376
250,376
368,376
104,376
150,376
209,16
376,869
137,812
83,19
466,324
602,141
504,569
462,408
366,63
569,504
290,892
457,86
17,726
86,457
63,366
174,366
169,172
256,10
226,106
255,546
466,720
804,720
172,169
445,86
59,195
734,128
195,59
59,826
820,129
847,263
162,2
59,193
802,802
258,802
346,6
249,249
59,832
204,6
306,93
283,601
481,286
322,447
431,152
499,466
407,466
804,466
525,466
5,207
411,209
285,62
146,13
533,18
13,147
602,529
62,285
896,356
31,123
488,529
147,13
76,47
86,14
86,100
301,171
59,138
122,347
208,685
809,174
601,191
142,81
107,856
42,298
28,38
438,26
661,856
228,450
1,450
300,303
14,86
738,286
420,661
167,257
200,200
121,426
409,51
411,286
586,462
207,5
47,76
301,810
661,420
565,674
59,845
495,434
26,438
18,533
252,408
714,494
458,82
791,612
306,612
497,531
171,261
108,160
611,464
30,82
338,82
318,82
82,280
82,30
505,249
16,269
418,142
100,142
393,154
142,418
160,223
129,107
269,16
401,107
256,258
571,6
411,126
174,126
160,859
124,896
225,494
21,409
847,417
14,172
685,812
734,172
346,172
172,346
683,57
106,756
756,106
751,206
160,19
285,366
144,433
172,251
121,546
223,160
678,184
251,172
142,100
128,179
785,13
5,902
73,84
253,84
13,84
338,84
326,84
478,84
467,84
399,84
598,84
30,84
209,84
134,84
211,84
268,84
18,84
411,84
243,84
244,84
317,84
553,84
727,84
594,84
295,84
84,211
649,84
425,84
158,236
454,84
471,84
39,84
235,84
261,171
470,171
84,73
214,450
221,52
424,121
125,142
84,113
356,142
86,425
52,221
533,546
422,546
142,356
62,754
546,340
201,62
747,142
199,288
401,533
172,197
301,150
288,199
361,251
411,462
515,409
129,353
365,353
115,30
390,387
394,387
379,387
250,387
395,387
104,387
184,546
62,856
205,14
256,306
446,269
252,859
612,859
4,252
160,168
293,754
360,293
460,748
293,360
30,366
269,422
405,434
366,30
430,411
182,719
804,498
142,125
39,494
27,82
182,394
82,51
83,166
860,860
60,61
903,191
612,31
617,272
431,160
902,5
172,14
892,891
308,411
462,411
563,6
434,113
252,305
500,498
318,409
422,154
177,146
494,39
62,426
754,62
405,290
409,318
405,371
17,145
141,83
83,355
482,48
426,62
856,62
418,160
362,51
896,107
92,373
411,174
411,308
494,82
424,209
209,424
82,426
290,434
245,434
373,92
116,405
19,405
856,405
493,405
245,405
115,405
333,405
859,4
83,87
166,184
100,708
160,310
411,193
193,411
172,847
464,409
133,64
12,661
661,12
700,12
409,464
450,167
546,518
280,148
546,184
82,143
197,93
355,152
296,249
183,460
86,480
533,213
378,61
376,61
387,61
388,61
390,61
250,61
395,61
150,61
698,59
584,563
160,431
411,537
116,883
365,245
221,434
217,812
405,424
120,146
349,347
582,160
100,300
210,271
597,411
537,411
271,210
612,791
518,533
146,177
556,556
532,308
904,321
710,69
299,710
162,129
322,461
160,506
121,552
249,280
593,14
776,14
65,14
172,295
121,18
295,172
165,883
282,478
655,13
506,160
183,271
611,86
395,86
86,623
359,700
82,856
327,400
425,86
264,160
160,264
543,405
280,405
274,405
852,852
208,115
419,611
415,852
149,381
493,457
121,719
393,719
112,80
249,424
719,121
58,424
393,249
852,415
381,149
562,568
82,199
199,82
121,187
568,562
323,662
290,145
173,69
812,285
285,812
450,494
739,155
417,895
333,895
163,422
172,205
4,738
189,551
210,513
736,86
437,437
116,513
359,332
513,210
172,342
54,252
121,35
162,133
172,515
332,359
700,359
663,508
145,290
379,390
856,856
841,719
160,582
83,147
69,173
252,54
182,393
107,172
563,129
520,121
74,121
395,121
129,563
847,172
333,89
309,64
12,856
900,169
387,388
89,4
368,0
172,171
511,309
106,278
376,262
905,905
297,905
298,812
877,812
121,36
4,89
100,424
290,494
121,478
420,235
172,107
719,841
546,252
149,150
301,29
654,105
50,82
252,82
546,2
407,526
208,812
150,149
82,252
666,661
900,860
353,434
283,372
388,387
252,160
166,145
434,353
405,124
169,900
276,568
29,301
812,2
478,90
476,108
235,420
263,232
92,434
427,434
437,860
282,45
45,282
820,232
776,204
30,409
74,905
309,905
215,905
311,905
222,905
316,905
283,380
419,405
457,493
405,132
353,98
170,4
169,4
301,27
892,45
252,59
152,431
133,60
380,60
157,60
392,60
393,60
182,60
397,60
379,60
384,60
385,60
387,60
391,60
250,60
395,60
396,60
368,60
30,609
329,896
28,896
21,896
169,896
896,896
408,845
656,344
860,437
121,236
132,405
285,129
286,129
218,204
832,3
506,411
3,832
82,10
473,550
3,859
495,83
189,536
427,169
611,419
114,89
129,286
666,86
48,485
86,666
147,83
89,114
256,647
513,116
169,427
154,513
199,301
666,666
314,301
592,446
461,446
335,446
428,446
334,446
411,597
820,779
458,160
27,160
114,655
121,308
494,340
823,19
655,114
279,160
77,581
14,205
655,171
165,171
171,655
425,4
523,387
392,387
60,387
598,553
513,154
546,906
533,906
379,321
20,366
58,814
218,366
458,420
473,855
395,107
434,859
131,281
241,240
438,494
661,666
337,31
420,458
462,419
32,473
308,160
906,546
859,434
105,654
345,186
296,321
906,513
546,513
546,154
526,407
249,393
537,268
504,504
222,16
494,438
252,154
154,252
877,184
814,58
170,26
520,252
13,128
160,355
597,58
26,170
27,170
765,246
613,537
172,434
356,121
58,137
469,5
375,5
411,698
366,20
355,183
183,355
367,666
511,342
311,282
753,40
172,482
144,144
107,467
2,164
412,164
40,847
57,859
280,60
214,60
859,57
2,859
150,820
104,18
262,376
820,150
274,549
160,252
467,107
83,495
547,171
859,2
184,173
203,128
114,170
817,544
172,115
438,333
134,523
483,851
523,134
333,438
851,483
164,412
160,458
652,478
308,2
859,87
544,817
478,652
54,271
358,506
291,294
545,24
256,371
422,166
63,812
308,880
87,63
854,285
125,121
131,2
206,214
252,520
195,411
419,462
88,211
860,135
506,358
506,462
169,860
847,96
96,847
735,164
35,282
95,123
140,812
461,812
209,812
428,812
447,812
45,812
123,95
145,180
179,121
654,83
282,191
172,333
573,160
6,346
191,282
333,172
411,498
155,371
2,55
747,710
252,57
907,262
907,191
466,504
57,252
115,172
121,362
575,232
434,172
685,481
898,898
481,898
252,87
498,411
30,121
498,58
442,26
191,907
243,375
58,498
812,685
93,409
26,590
129,482
365,303
340,483
187,129
430,129
116,129
88,129
188,129
184,129
129,88
345,342
129,430
86,818
301,215
758,85
63,859
214,94
272,140
285,55
371,494
450,13
515,89
555,409
183,89
55,552
518,212
707,86
719,395
434,411
338,121
158,121
27,121
318,121
44,81
18,104
452,823
407,93
80,546
411,434
166,177
601,177
908,95
201,280
195,160
533,360
280,201
661,754
903,907
404,269
753,470
856,264
494,142
86,142
268,160
877,160
96,76
129,116
448,107
152,86
256,221
493,221
129,221
249,221
211,44
44,211
411,64
65,409
75,165
205,557
160,268
232,611
166,301
611,232
812,209
458,434
50,162
5,57
269,735
56,252
65,434
87,552
552,87
1,232
235,210
510,661
220,47
510,264
11,327
232,263
661,510
2,812
434,548
256,366
141,488
421,488
466,488
529,488
498,488
820,83
266,12
60,133
12,266
548,116
167,340
340,167
301,52
16,295
210,295
628,295
271,183
216,272
367,116
152,128
654,121
301,482
6,563
482,301
183,229
116,367
52,301
812,174
114,252
81,252
169,252
422,404
845,252
400,69
710,409
69,400
459,80
222,80
304,411
167,453
424,100
327,11
437,39
64,419
82,490
252,169
275,562
232,312
232,526
15,121
909,183
129,188
205,204
526,232
215,89
820,86
367,36
26,171
86,820
271,89
262,344
344,262
518,333
121,395
27,128
297,86
51,28
546,212
724,160
132,106
28,51
229,183
183,3
367,245
245,367
197,65
294,65
874,65
362,65
430,65
543,65
280,65
664,65
371,65
600,65
910,65
53,65
133,65
232,65
324,65
435,65
14,65
291,65
870,65
835,65
574,65
129,65
791,65
533,252
292,450
142,82
20,121
232,413
35,261
121,74
252,533
89,845
273,461
379,285
82,166
204,581
474,409
215,494
409,474
450,292
123,302
112,37
249,533
212,546
859,63
51,283
356,283
263,283
318,283
453,453
473,211
156,321
252,302
302,123
158,82
23,545
51,114
356,114
820,114
82,395
30,114
234,114
158,114
82,234
210,137
371,137
129,187
116,82
82,458
141,525
283,263
525,141
215,81
911,81
188,81
222,81
467,81
255,121
253,121
173,777
137,371
251,47
47,251
800,409
275,515
263,121
160,512
558,569
113,232
51,121
115,232
121,318
558,451
859,366
558,674
115,318
318,115
240,241
107,896
558,823
840,13
142,107
232,115
512,160
558,856
105,129
367,113
17,546
392,368
65,840
907,851
851,907
911,189
188,189
222,189
81,189
189,189
467,189
601,859
699,504
499,504
500,504
501,504
502,504
407,504
525,504
506,504
83,727
506,672
182,379
741,103
911,222
81,222
189,222
166,172
172,483
405,456
526,257
160,368
892,828
896,828
278,270
115,28
558,324
183,12
62,531
107,544
232,177
232,176
177,232
176,232
140,541
139,541
15,541
209,541
541,209
283,318
748,377
371,288
296,288
377,748
420,282
331,215
288,371
409,21
232,156
156,232
55,252
159,252
685,252
285,252
625,252
237,252
209,252
854,252
273,252
210,252
234,252
272,252
252,252
404,252
238,252
286,252
880,252
411,252
481,252
271,252
241,252
46,252
174,252
244,252
235,252
243,252
12,183
336,336
429,107
908,908
5,809
377,127
809,5
107,429
127,377
526,840
495,314
58,373
256,291
575,167
77,531
325,400
10,400
261,443
726,726
137,210
232,275
840,526
257,526
229,23
65,129
86,184
234,494
869,841
140,209
139,209
15,209
131,209
126,209
75,261
546,536
154,86
330,860
54,4
625,4
56,4
552,4
126,4
232,201
201,232
34,26
588,26
124,51
95,61
232,178
494,128
133,25
282,160
136,417
81,166
59,803
287,160
160,287
61,95
4,803
160,520
434,417
162,512
300,142
232,95
412,481
3,371
493,474
651,651
142,300
426,231
